Term,args.go,filepathutils.go,filereader.go,invIndex.go,main.go,matrix.go,normilizer.go,rpn.go,tokenizer.go,../is1/files/SampleTextFile_200kb.txt,../is1/files/zbrka-tvorv.fb2,../is1/args.go,../is1/dictionary.go,../is1/dictionary.txt,../is1/file_utils.go,../is1/loader.go,../is1/main.go
присяглися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
присягнув,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягнувсь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягнути,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягнутись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягнуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягніть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
присягніться,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
присягою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присягу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
присікатись,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
присікаюсь,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
притиснув,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притихло,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притлумить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притулок,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притулюся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притьмом,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притягає,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
притягуєш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихилив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихилилась,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихилити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихилитись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихильн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прихильна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихильно,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихильност,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прихильностей,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихильності,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прихильність,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прихильністю,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прихитрялись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приховану,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходьте,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приходять,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихоп,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прихопив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прихопіть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
причалить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причандалля,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причарувати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причаївся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причепився,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причетника,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причетников,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
причетникові,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
причин,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причина,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причини,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причину,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
причулося,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пришл,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пришле,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пришлю,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пришліть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пришягаюся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приязн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
приязна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приязнь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приязні,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
приятел,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
приятель,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приятельки,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приятеля,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приятелів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
приєднався,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приєднали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приєднало,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приєднати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
приємна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємний,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємними,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємно,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємну,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приємніше,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
приємнішим,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
приємнішого,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
приїде,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїдуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїзд,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїздив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїхав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїхали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїхати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
приїхать,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
про,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проб,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проба,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробач,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробачення,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробачив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробачити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробачиш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробачте,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробачу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробило,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробиралися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробите,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробитися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробуватиме,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробудеш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробудися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробуркавшись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробут,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пробута,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробути,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пробуті,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пробі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пров,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
провалиться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провалю,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провед,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
проведи,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проведу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проведуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проведіть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
провести,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провештався,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провина,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провинах,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провини,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провину,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провисла,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провулках,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провчили,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провчимо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провчити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провчу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
провів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
провідати,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
провідать,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
провідміняй,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
провідником,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
провіщати,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прогайнувавши,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогайнували,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проганяй,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проганяли,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проганятиме,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прогнав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогнали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогнати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогнівило,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прогонить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
програв,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
програє,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогулюватися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогулюється,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прогулянц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прогулянці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прогулятися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
продавати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
продажну,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
продам,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
продовбать,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
продовжила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
продовжить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прожене,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проженеш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прожени,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прожив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проживає,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проживу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прожити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прозвучало,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прозивають,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прозиває,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прозор,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прозора,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прозору,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прозорі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прозр,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прозріла,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прозріють,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пройд,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройда,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройдемось,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройдеться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройди,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройдисв,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пройдисвітом,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пройдись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройду,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройді,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пройти,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройшла,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройшло,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройшов,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пройшовши,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокажеш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проказуватиме,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокидайся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокидаються,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокидаючись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокидається,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокинешся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокинувшись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокинутись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокинься,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокиньтесь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклинала,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклинаю,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокляла,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокляли,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклясти,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклята,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклятий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклято,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проклятою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокляття,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проковтнув,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прокрад,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прокрадіться,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прокрусту,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прол,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пролаз,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пролаза,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролазо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролазі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пролежали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролетить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проливав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проливаю,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проллєш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролог,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролога,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пролунала,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проліз,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пролізу,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пром,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
променем,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
променист,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
променистий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
променисті,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
промерзнути,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проминуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовами,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовля,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовлять,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовляють,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовляє,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промову,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промовчав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
промучилась,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проміння,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
промінні,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
промінь,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
промітна,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пронести,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пронизала,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проник,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проникне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пронозо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проносяться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропад,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пропаде,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропадіть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пропала,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропало,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропащ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пропаща,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропащий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропащі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пропливе,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропов,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
проповідник,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пропозиц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
пропозиція,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
пропонують,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропонує,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропусти,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропустити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропустить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пропуштити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прор,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
прорвався,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прориває,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пророк,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
пророкую,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прорізах,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прос,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
просв,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
просвітлої,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
просвічують,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
проси,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просидить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просили,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просим,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просимо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просите,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просити,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проситьі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
просихає,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просиш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прославить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прослизає,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прослизнули,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проснеться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проснешся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проснив,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проснили,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проснувшись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просп,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
проспиться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
проспіваю,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
проспіваєте,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
прост,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
проста,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простака,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простакувато,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просте,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простенький,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
прости,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простиг,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простим,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простирадла,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простих,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просто,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простоволос,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
простоволосий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простоволосі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
простого,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простому,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простор,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
просторах,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простори,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
просторі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
простосердя,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простот,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
простота,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простоті,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
простої,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
простромила,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
